Document_ID,Date_Publish,Inventor,Title,PayPatent,Patent_Language,Description
US 8980832 B2,11/16/2023,Yotsutsuji; Akira,['Vaccines'],United States,ca,vaccines
US 8980562 B1,11/16/2023,Yotsutsuji; Akira,['Vaccines'],United States,ca,vaccines
US 8980561 B1,11/16/2023,Yotsutsuji; Akira,['Vaccines'],United States,it,vaccines
US 8980471 B2,11/16/2023,Yotoriyama; Tasuku et al.,['Vaccines'],United States,it,vaccines
US 8980273 B1,11/16/2023,Yotoriyama; Tasuku et al.,['Vaccines'],United States,it,vaccines
US 8980252 B2,11/16/2023,Yotoriyama; Tasuku et al.,['Vaccines'],United States,ca,vaccines
US 8980219 B1,11/16/2023,"Yotnda, Patricia  et al.",['Vaccines'],United States,ca,vaccines
US 8980122 B2,11/16/2023,Yother; Janet et al.,['Vaccines'],United States,it,vaccines
US 8980085 B1,11/16/2023,Yotani; Takuya et al.,['Vaccines'],United States,it,vaccines
US 8980049 B2,11/16/2023,"Yosuke, Harada  et al.",['Vaccines'],United States,it,vaccines
US 8979810 B1,11/16/2023,Yosub; Shmoolik et al.,['Vaccines'],United States,it,vaccines
US 8979264 B2,11/16/2023,Yosten; Gina L.C.,['Vaccines'],United States,ca,vaccines
US 8978768 B2,11/16/2023,Yost; Richard J. et al.,['VACCINES'],United States,de,vaccines
US 8978269 B2,11/16/2023,Yost; Richard J.,['VACCINES'],United States,de,vaccines
US 8978139 B1,11/16/2023,Yost; Richard A.,['Vaccines'],United States,it,vaccines
US 8978106 B2,11/16/2023,Yost; Paul W. et al.,['VACCINES'],United States,de,vaccines
US 8977858 B1,11/16/2023,Yost; Paul W.,['Vaccines'],United States,it,vaccines
US 8977506 B2,11/16/2023,Yost; Michael et al.,['VACCINES'],United States,de,vaccines
US 8977499 B1,11/16/2023,Yost; Karl William et al.,['VACCINES'],United States,de,vaccines
US 8977024 B1,11/16/2023,Yost; John W. et al.,['Vaccines'],United States,ca,vaccines
US 8975596 B1,11/16/2023,Yost; Christian Con et al.,['Vaccines'],United States,ca,vaccines
US 8975493 B1,11/16/2023,Yost; Christian Con et al.,['Vaccines'],United States,it,vaccines
US 8975492 B1,11/16/2023,Yossov; Eran,['Vaccines'],United States,ca,vaccines
US 8975491 B1,11/16/2023,Yoshpe; Nina S. et al.,['Vaccines'],United States,ca,vaccines
US 8975490 B1,11/16/2023,Yoshizumi; Takeshi et al.,['VACCINE-POINT'],United States,vi,vaccine-point
US 8975486 B1,11/16/2023,Yoshizumi; Takeshi et al.,['VACCINE-INJECTOR'],United States,vi,vaccine-injector
US 8975485 B1,11/16/2023,Yoshizumi; Lisa,"['Vaccine-induced', 'hepatitis', 'B', 'viral', 'strain', 'thereof']",United States,en,vaccine-induced hepatitis b viral strain uses thereof
US 8975481 B1,11/16/2023,Yoshizumi; Keiichi et al.,"['GENE', 'SIGNATURES', 'CORRELATING', 'WITH', 'PROTECTION', 'AGAINST', 'HIV', 'AND', 'SIV', 'INFECTION']",United States,en,vaccine-induced gene signatures correlating protection hiv siv infection
US 8975479 B1,11/16/2023,Yoshizumi; Keiichi et al.,['VACCINE-CONTAINER'],United States,vi,vaccine-container
US 8975478 B1,11/16/2023,Yoshizumi; Hajime et al.,['VACCINE-CONTAINER'],United States,vi,vaccine-container
US 8975469 B1,11/16/2023,Yoshizawa; Yukio et al.,"['Vaccine', 'composition', 'methods', 'francisella', 'tularenis']",United States,en,vaccine therapeutic composition methods treating inhibiting francisella tularenis
US 8975443 B2,11/16/2023,Yoshizawa; Yasuo et al.,"['VACCINE', 'THERAPEUTIC', 'COMPOSITION', 'AND', 'METHODS', 'FOR', 'TREATING', 'OR', 'INHIBITING', 'CANCER']",United States,en,vaccine therapeutic composition methods treating inhibiting cancer
US 8975242 B2,11/16/2023,Yoshizawa; Toshio et al.,"['Vaccine', 'method', 'preparation', 'thereof', 'humans', 'rotavirus', 'infection']",United States,en,vaccine method preparation use thereof vaccinating humans rotavirus infection
US 8974779 B2,11/16/2023,Yoshizawa; Takeo et al.,"['Vaccine', 'antigen', 'antibody', 'microorganisms', 'streptococcus', 'sanguis']",United States,en,vaccine antigen antibody treating microorganisms mcls-type streptococcus sanguis
US 8974660 B2,11/16/2023,Yoshizawa; Ryokichi et al.,"['VACCINE', 'WITH', 'REDUCED', 'ENHANCEMENT', 'OF', 'VIRAL', 'INFECTION']",United States,de,vaccine with reduced enhancement of viral infection
US 8974152 B2,11/16/2023,Yoshizawa; Michio et al.,"['Vaccine', 'antigen', 'cathelididin', 'peptide', 'thereof']",United States,en,vaccine comprises least one antigen cathelididin derived antimicrobial peptide derivative thereof
US 8974003 B2,11/16/2023,Yoshizawa; Junji et al.,"['VACCINE', 'VECTORS', 'AND', 'METHODS', 'OF', 'ENHANCING', 'IMMUNE', 'RESPONSES']",United States,de,vaccine vectors and methods of enhancing immune responses
US 8973887 B2,11/16/2023,Yoshizato; Katsutoshi et al.,"['VACCINE', 'VECTOR', 'ENCODING', 'MUTATED', 'GNAQ', 'FOR', 'TREATMENT', 'OF', 'UVEAL', 'MELANOMA', 'AND', 'CANCERS', 'HAVING', 'ONCOGENIC', 'MUTATIONS', 'ON', 'GNAQ', 'AND', 'GNA11', 'PROTEINS']",United States,de,vaccine vector encoding mutated gnaq for treatment of uveal melanoma and cancers having oncogenic mutations on gnaq and gna11 proteins
US 8973736 B2,11/16/2023,Yoshizaki; Mariko et al.,"['Vaccine', 'papilloma', 'virus', 'e', 'proteins', 'vector']",United States,en,vaccine using papilloma virus e proteins delivered viral vector
US 8973640 B1,11/16/2023,Yoshizaki; Kazuyuki et al.,"['VACCINE', 'USING', 'M2/BM2-DEFICIENT', 'INFLUENZA', 'VECTORS']",United States,de,vaccine using m2 bm2-deficient influenza vectors
US 8972739 B1,11/16/2023,Yoshizaki; Kazuyuki et al.,"['VACCINE', 'TREATMENT', 'AND', 'CONTROL', 'INFECTIOUS', 'THAN', 'PATOLOGIAS', 'UTILIZING', 'HEPARAN', 'SULFATE', 'HS', 'CELLULAR', 'RECEPTOR']",United States,en,vaccine treatment control infectious patologias utilizing heparan sulfate hs cellular receptor
US 8972637 B1,11/16/2023,Yoshizaki; Goro et al.,"['Vaccine', 'animals', 'leishmania']",United States,en,vaccine protect animals leishmania
US 8972465 B1,11/16/2023,Yoshizaki; Goro et al.,"['VACCINE', 'TO', 'PROTECT', 'AGAINST', 'EHRLICHIA', 'INFECTION']",United States,pt,vaccine to protect against ehrlichia infection
US 8972406 B2,11/16/2023,Yoshizaki; Coh L. et al.,"['VACCINE', 'TO', 'PROTECT', 'A', 'RUMINANT', 'AGAINST', 'PNEUMONIA', 'CAUSED', 'BY', 'PASTEURELLA', 'MULTOCIDA']",United States,pt,vaccine to protect ruminant against pneumonia caused by pasteurella multocida
US 8971538 B1,11/16/2023,Yoshizaki; Coh L. et al.,"['Vaccine', 'Ruminant', 'Against', 'Pneumonia', 'Mannheimia', 'Haemolytica']",United States,en,vaccine protect ruminant pneumonia caused mannheimia haemolytica
US 8970945 B2,11/16/2023,Yoshizaki; Coh L. et al.,"['VACCINE', 'TO', 'PREVENT', 'MYCOPLASMAL', 'INFECTIONS', 'IN', 'WATERFOWL']",United States,en,vaccine prevent mycoplasmal infections waterfowl
US 8969676 B1,11/16/2023,Yoshizaki; Coh L. et al.,"['Vaccine', 'activation', 'cells', 'infections']",United States,en,vaccine pathogenic immune activation cells infections
US 8969675 B1,11/16/2023,Yoshizaki; Coh L. et al.,"['VACCINE', 'TO', 'PATHOGENIC', 'IMMUNE', 'ACTIVATION', 'CELLS', 'DURING', 'INFECTIONS']",United States,en,vaccine pathogenic immune activation cells infections
US 8969674 B1,11/16/2023,Yoshizaki; Coh L.,"['Vaccine', 'A', 'Virus']",United States,it,vaccine to influenza virus
US 8969666 B1,11/16/2023,Yoshizaki; Coh L.,"['Vaccine', 'infection', 'fish']",United States,en,vaccine control viral infection fish
US 8969665 B1,11/16/2023,Yoshizaki; Coh,"['Vaccine', 'protozoal', 'myeloencephalitis', 'horses']",United States,en,vaccine control equine protozoal myeloencephalitis horses
US 8969664 B1,11/16/2023,Yoshizaki; Atsuhiro et al.,"['Vaccine', 'protozoal', 'myeloencephalitis', 'horses']",United States,en,vaccine control equine protozoal myeloencephalitis horses
US 8969663 B1,11/16/2023,Yoshizaki; Atsuhiro et al.,"['Vaccine', 'therapy', 'treatment', 'cancer']",United States,en,vaccine therapy treatment endometrial ovarian cancer
US 8969655 B1,11/16/2023,"Yoshizaki, Miwa  et al.","['VACCINE', 'THERAPY', 'FOR', 'RAN', 'PROTEIN', 'DISEASES']",United States,de,vaccine therapy for ran protein diseases
US 8969525 B2,11/16/2023,"Yoshizaki, Kazuyuki  et al.","['VACCINE', 'THERAPY', 'FOR', 'CHOROIDAL', 'NEOVASCULARIZATION']",United States,vi,vaccine therapy for choroidal neovascularization
US 8969473 B2,11/16/2023,Yoshiyasu; Yui et al.,"['VACCINE', 'TARGETS', 'DELIVERY', 'SYSTEMS', 'FOR', 'CRYPTOSPORIDIUM']",United States,de,vaccine targets and delivery systems for cryptosporidium
US 8969406 B2,11/16/2023,Yoshiyama; Yoshiko et al.,"['VACCINE', 'TARGETING', 'IL-17A']",United States,vi,vaccine targeting il-17a
US 8969369 B2,11/16/2023,Yoshitomi; Sumie et al.,"['VACCINE', 'T', 'CELL', 'ENHANCER']",United States,vi,vaccine t cell enhancer
US 8969314 B2,11/16/2023,Yoshitake; Yutaka et al.,"['Vaccine', 'system', 'vaccine', 'adjuvant']",United States,ca,vaccine system for vaccine adjuvant
US 8969002 B2,11/16/2023,Yoshitake; Yuji et al.,"['Vaccine', 'system']",United States,fr,vaccine system
US 8968818 B2,11/16/2023,Yoshitake; Takayuki et al.,"['VACCINE', 'STRAINS', 'OF', 'BRACHYSPIRA', 'HYODYSENTERIAE']",United States,de,vaccine strains of brachyspira hyodysenteriae
US 8968733 B2,11/16/2023,Yoshitake; Rieko et al.,"['Vaccine', 'stabilizer', 'acid']",United States,it,vaccine stabilizer containing l-glutamic acid and l-arginine
US 8968723 B2,11/16/2023,Yoshitake; Masami et al.,"['Vaccine', 'stabilizer', 'acid']",United States,it,vaccine stabilizer containing l-glutamic acid and l-arginine
US 8968720 B2,11/16/2023,"Yoshitake, Makoto  et al.","['Vaccine', 'stabilizer', 'method', 'use']",United States,en,vaccine stabilizer method use
US 8968555 B2,11/16/2023,"Yoshitake, Makoto  et al.","['Vaccine', 'stabilizer']",United States,it,vaccine stabilizer
US 8968133 B2,11/16/2023,Yoshitaka; Ono et al.,"['VACCINE', 'STABILIZER']",United States,vi,vaccine stabilizer
US 8967842 B2,11/16/2023,Yoshitaka; Ono et al.,"['Vaccine', 'Stabilising', 'Formula', 'Live', 'Antigens', 'Use', 'Mass', 'Vaccination', 'Systems']",United States,en,vaccine stabilising formula live antigens use mass vaccination systems
US 8967029 B1,11/16/2023,Yoshitaka; Izumi,"['Vaccine', 'Spraying', 'Apparatus', 'Newborn', 'Chicks']",United States,en,vaccine spraying apparatus newborn chicks
US 8966640 B1,11/16/2023,"Yoshitaka, Satoh  et al.","['Vaccine', 'RNA-peptide', 'SARS-CoV-2', 'exosomes', 'carrier']",United States,en,vaccine rna-peptide sars-cov-2 endogenous exosomes carrier
US 8966632 B1,11/16/2023,Yoshitaka Fukuyama; Pedro,"['Vaccine', 'products', 'method']",United States,en,vaccine products method preparing
US 8966625 B1,11/16/2023,Yoshioka; Yuki et al.,"['Vaccine', 'production', 'process']",United States,fr,vaccine production process
US 8966267 B1,11/16/2023,Yoshioka; Yasuo,"['VACCINE', 'PRODUCTION', 'FOR', 'PATHOGENIC', 'BIRD', 'VIRAL', 'DISEASES']",United States,de,vaccine production for pathogenic bird viral diseases
US 8966075 B1,11/16/2023,Yoshioka; Toshiro et al.,"['Vaccine', 'production']",United States,fr,vaccine production
US 8966021 B1,11/16/2023,Yoshioka; Toshio et al.,"['Vaccine', 'Product']",United States,es,vaccine product
US 8965718 B2,11/16/2023,Yoshioka; Takashi,"['VACCINE', 'PRODUCED', 'USING', 'OPTIMIZED', 'IMMOBILIZATION', 'ANTIGEN', 'cDNA', 'OF', 'CRYPTOCARYON', 'IRRITANS', 'AND', 'PRODUCING', 'METHOD', 'AND', 'USE', 'THEREOF']",United States,en,vaccine produced using optimized immobilization antigen cdna cryptocaryon irritans producing method use thereof
US 8962952 B1,11/16/2023,Yoshioka; Shogo et al.,"['VACCINE', 'PREVENTING', 'AND/OR', 'TREATING', 'AUTOIMMUNE', 'DISEASES']",United States,de,vaccine preventing and or treating autoimmune diseases
US 8962949 B1,11/16/2023,Yoshioka; Shogo,"['VACCINE', 'PREPARED', 'UTILIZING', 'HUMAN', 'PARAINFLUENZA', 'VIRUS', 'TYPE', 'VECTOR']",United States,vi,vaccine prepared utilizing human parainfluenza virus type 2 vector
US 8962948 B1,11/16/2023,Yoshioka; Shigeatsu et al.,"['Vaccine', 'Preparation', 'Using', 'Ultraviolet', 'Radiation']",United States,it,vaccine preparation using ultraviolet radiation
US 8962940 B1,11/16/2023,Yoshioka; Satomi,"['Vaccine', 'Preparation', 'Neospora', 'Caninum', 'Infection']",United States,en,vaccine preparation neospora caninum infection
US 8962829 B1,11/16/2023,Yoshioka; Naohisa,"['VACCINE', 'PREPARATION', 'FOR', 'CANCER', 'TREATMENT']",United States,vi,vaccine preparation for cancer treatment
US 8962655 B2,11/16/2023,Yoshioka; Naohisa,"['VACCINE', 'PREPARATION', 'CONTAINING', 'TRIFUNCTIONAL', 'ANTIBODIES', 'WITH', 'ANTIGEN', 'IMMUNOGENICITY', 'ENHANCER', 'PROPERTIES']",United States,en,vaccine preparation containing trifunctional antibodies antigen immunogenicity enhancer properties
US 8962650 B2,11/16/2023,Yoshioka; Morimasa et al.,"['Vaccine', 'preparation', 'acid', 'component']",United States,en,vaccine preparation containing fatty acid component
US 8962242 B2,11/16/2023,Yoshioka; Makoto et al.,"['Vaccine', 'preparation', 'toxin', 'adjuvant']",United States,en,vaccine preparation comprising bacterial toxin adjuvant
US 8962041 B2,11/16/2023,Yoshioka; Kuniaki et al.,"['VACCINE', 'PREPARATION']",United States,vi,vaccine preparation
US 8962032 B2,11/16/2023,Yoshioka; Kenichi et al.,"['VACCINE', 'PLATFORM', 'THE', 'INDUCTION', 'OF', 'SYSTEMIC', 'IMMUNE', 'RESPONSES']",United States,en,vaccine platform induction systemic immune responses
US 8961992 B1,11/16/2023,Yoshioka; Keiko et al.,"['VACCINE', 'PHARMACEUTICAL', 'COMPOSITION', 'FOR', 'TRANSDERMAL', 'ADMINISTRATION']",United States,ca,vaccine pharmaceutical composition for transdermal administration
US 8961888 B2,11/16/2023,Yoshioka; Hisao et al.,"['VACCINE', 'PHARMACEUTICAL', 'COMPOSITION', 'FOR', 'SUPPRESSING', 'APOPTOSIS', 'OF', 'CTL', 'OR', 'INHIBITING', 'SUPPRESSION', 'OF', 'INDUCTION', 'OF', 'CTL']",United States,en,vaccine pharmaceutical composition suppressing apoptosis ctl inhibiting suppression induction ctl
US 8961878 B2,11/16/2023,Yoshioka; Hiroshi et al.,"['VACCINE', 'PHARMACEUTICAL', 'COMPOSITION', 'FOR', 'ORAL', 'ADMINISTRATION', 'AND', 'METHOD', 'FOR', 'MANUFACTURING', 'VACCINE', 'PHARMACEUTICAL', 'COMPOSITION', 'FOR', 'ORAL', 'ADMINISTRATION']",United States,en,vaccine pharmaceutical composition oral administration method manufacturing vaccine pharmaceutical composition oral administration
US 8961841 B2,11/16/2023,Yoshioka; Hiroshi et al.,"['VACCINE', 'PHARMACEUTICAL', 'COMPOSITION', 'FOR', 'CELL-MEDIATED', 'IMMUNITY', 'CONTAINING', 'BISPHOSPHONATES']",United States,en,vaccine pharmaceutical composition cell-mediated immunity containing bisphosphonates
US 8961798 B2,11/16/2023,Yoshioka; Hiroki et al.,"['VACCINE', 'PEPTIDES']",United States,vi,vaccine peptides
US 8961070 B1,11/16/2023,Yoshioka; Hirofumi et al.,"['Vaccine', 'Peptide', 'Combinations', 'Against', 'Cat', 'Allergy']",United States,fr,vaccine peptide combinations against cat allergy
US 8960999 B1,11/16/2023,Yoshioka; Hirofumi,"['VACCINE', 'NEBULIZERS']",United States,vi,vaccine nebulizers
US 8960494 B1,11/16/2023,Yoshioka; Hidetoshi et al.,"['Vaccine', 'Nanotechnology']",United States,it,vaccine nanotechnology
US 8959650 B1,11/16/2023,Yoshioka; Atsushi et al.,"['VACCINE', 'MOLECULES']",United States,vi,vaccine molecules
US 8959611 B1,11/16/2023,"Yoshioka, Tadanori  et al.","['VACCINE', 'MOLECULES']",United States,vi,vaccine molecules
US 8959061 B1,11/16/2023,"Yoshioka, Hiroshi  et al.","['Vaccine', 'manufacture', 'immunization', 'hepatitis', 'B', 'surface', 'antigen', 'antigen']",United States,en,vaccine manufacture active immunization containing hepatitis b surface antigen associated antigen
US 8957958 B2,11/16/2023,Yoshio; Taniyama et al.,"['Vaccine', 'injector']",United States,es,vaccine injector
US 8957289 B1,11/16/2023,Yoshio; Shintani et al.,"['VACCINE', 'IN', 'THE', 'FORM', 'A', 'RECOMBINANT', 'SERO', 'TYPE', 'AVIAN', 'ADENOVIRUS', 'VECTOR']",United States,en,vaccine form recombinant sero type 9 avian adenovirus vector
US 8957283 B1,11/16/2023,Yoshino; Yuichi,"['Vaccine', 'immunotherapy', 'immune', 'patients']",United States,en,vaccine immunotherapy immune suppressed patients
US 8957266 B2,11/16/2023,Yoshino; Keisuke et al.,"['Vaccine', 'immunotherapy', 'immune', 'patients']",United States,en,vaccine immunotherapy immune suppressed patients
US 8957200 B2,11/16/2023,Yoshino; Hiroyuki et al.,"['Vaccine', 'immunotherapy', 'immune', 'patients']",United States,en,vaccine immunotherapy immune suppressed patients
US 8957106 B2,11/16/2023,Yoshino; Akira et al.,"['Vaccine', 'immunotherapy']",United States,it,vaccine immunotherapy
US 8957075 B2,11/16/2023,"Yoshino, Kazutora","['VACCINE', 'IMMUNOTHERAPY']",United States,vi,vaccine immunotherapy
US 8957026 B2,11/16/2023,Yoshinari; Tomohiro,"['VACCINE', 'IMMUNOGENS']",United States,vi,vaccine immunogens
US 8957001 B2,11/16/2023,Yoshinari; Tomohiro,"['Vaccine', 'Peptide', 'Adjuvant', 'Specific', 'Immune', 'Response', 'Treat', 'Viral', 'Infection', 'Conditions']",United States,en,vaccine peptide adjuvant eliciting specific immune response treat viral infection conditions
US 8956996 B2,11/16/2023,Yoshinaga; Tomokaz et al.,"['VACCINE', 'GENERATION']",United States,vi,vaccine generation
US 8956859 B1,11/16/2023,Yoshinaga; Takashi et al.,"['Vaccine', 'Dirofilaria', 'extracts']",United States,ca,vaccine from dirofilaria extracts
US 8956603 B2,11/16/2023,Yoshinaga; Steven Kiyoshi,"['VACCINE', 'FORMULATIONS', 'WITH', 'INCREASED', 'STABILITY']",United States,de,vaccine formulations with increased stability
US 8956396 B1,11/16/2023,Yoshinaga; Steven K. et al.,"['Vaccine', 'Formulations', 'Induce', 'A', 'TH2', 'Immune', 'Response']",United States,en,vaccine formulations induce th2 immune response
US 8956363 B2,11/16/2023,Yoshinaga; Steven K.,"['VACCINE', 'FORMULATIONS', 'FOR', 'LEISHMANIA']",United States,de,vaccine formulations for leishmania
US 8955848 B2,11/16/2023,Yoshinaga; Steven K.,"['Vaccine', 'formulations', 'delivery', 'comprising', 'adjuvants', 'agents']",United States,en,vaccine formulations intradermal delivery comprising adjuvants antigenic agents
US 8955608 B1,11/16/2023,"Yoshinaga, Steven Kiyoshi  et al.","['Vaccine', 'Formulations', 'Comprising', 'Adjuvants']",United States,en,vaccine formulations comprising saponin-containing adjuvants
US 8955174 B1,11/16/2023,Yoshimura; Yasuhide et al.,"['VACCINE', 'FORMULATIONS', 'COMPRISING', 'PRESERVATIVE']",United States,vi,vaccine formulations comprising preservative
US 8955138 B1,11/16/2023,Yoshimura; Toru et al.,"['Vaccine', 'formulations', 'antiidiotypic', 'antibodies', 'group', 'B', 'streptococcal', 'carbohydrates']",United States,en,vaccine formulations comprising antiidiotypic antibodies immunologically mimic group b streptococcal carbohydrates
US 8955130 B1,11/16/2023,Yoshimura; Toru et al.,"['VACCINE', 'FORMULATIONS', 'AND', 'USES', 'THEREOF']",United States,de,vaccine formulations and uses thereof
US 8955109 B1,11/16/2023,Yoshimura; Toru et al.,"['Vaccine', 'formulations', 'methods', 'individual', 'antigen', 'specific', 'B', 'cells']",United States,en,vaccine formulations methods immunizing individual shed antigen specific b cells
US 8954728 B1,11/16/2023,Yoshimura; Toru et al.,"['Vaccine', 'formulations']",United States,fr,vaccine formulations
US 8954583 B1,11/16/2023,Yoshimura; Toru et al.,"['VACCINE', 'FORMULATIONS']",United States,vi,vaccine formulations
US 8954369 B1,11/16/2023,Yoshimura; Toru et al.,"['Vaccine', 'formulations']",United States,ro,vaccine formulations
US 8954133 B1,11/16/2023,Yoshimura; Toru et al.,"['VACCINE', 'FORMULATION', 'PREPARATION', 'METHOD', 'THEREFOR', 'AND', 'USE', 'THEREOF']",United States,en,vaccine formulation preparation method therefor use thereof
US 8953623 B1,11/16/2023,Yoshimura; Toru,"['Vaccine', 'formulation', 'combination', 'dna', 'antigen']",United States,en,vaccine formulation potentiated combination dna antigen
US 8953434 B1,11/16/2023,Yoshimura; Tomonari et al.,"['VACCINE', 'FORMULATION', 'OF', 'MANNOSE', 'COATED', 'PEPTIDE', 'PARTICLES']",United States,vi,vaccine formulation of mannose coated peptide particles
US 8952229 B1,11/16/2023,Yoshimura; Tokuo et al.,"['VACCINE', 'FORMULATION', 'COMPRISING', 'RECOMBINANT', 'OVERLAPPING', 'PEPTIDES', 'AND', 'NATIVE', 'PROTEINS']",United States,de,vaccine formulation comprising recombinant overlapping peptides and native proteins
US 8952224 B1,11/16/2023,Yoshimura; Tohru et al.,"['Vaccine', 'formulation']",United States,it,vaccine formulation
US 8952035 B2,11/16/2023,Yoshimura; Tetsuro et al.,"['Vaccine', 'formulation']",United States,it,vaccine formulation
US 8951967 B2,11/16/2023,Yoshimura; Tetsuro et al.,"['Vaccine', 'formulation']",United States,it,vaccine formulation
US 8951741 B1,11/16/2023,Yoshimura; Tetsuro et al.,"['VACCINE', 'FORMULATION']",United States,vi,vaccine formulation
US 8951722 B1,11/16/2023,Yoshimura; Teizo et al.,"['Vaccine', 'formulation']",United States,it,vaccine formulation
US 8951593 B2,11/16/2023,Yoshimura; Teizo et al.,"['Vaccine', 'Formulated', 'Administration', 'Mucosa', 'Lungs']",United States,en,vaccine formulated administration mucosa lungs
US 8951408 B2,11/16/2023,Yoshimura; Shoji et al.,"['VACCINE', 'FOR', 'VIRUSES', 'THAT', 'CAUSE', 'PERSISTENT', 'OR', 'LATENT', 'INFECTIONS']",United States,en,vaccine viruses cause persistent latent infections
US 8951315 B2,11/16/2023,Yoshimura; Shoji et al.,"['Vaccine', 'pericardite', 'ducks']",United States,en,vaccine viral pericardite barbary ducks
US 8951308 B2,11/16/2023,Yoshimura; Shoji et al.,"['VACCINE', 'FOR', 'VIRAL', 'PATHOGENS']",United States,de,vaccine for viral pathogens
US 8951176 B2,11/16/2023,Yoshimura; Shigehiro et al.,"['Vaccine', 'stomatitis', 'virus']",United States,en,vaccine vesicular stomatitis virus
US 8951160 B2,11/16/2023,Yoshimura; Seiko et al.,"['VACCINE', 'FOR', 'UTI', 'WITH', 'TRUNCATED', 'FORM', 'OF', 'FLAGELLIN', 'FliC', 'FROM', 'ENTEROAGGREGATIVE', 'ESCHERICHIA', 'COLI', 'FUSED', 'WITH', 'FimH', 'PROTEIN']",United States,de,vaccine for uti with truncated form of flagellin flic from enteroaggregative escherichia coli fused with fimh protein
US 8950604 B2,11/16/2023,Yoshimura; Seiko et al.,"['Vaccine', 'Use', 'Offspring', 'Sow', 'Against', 'Porcine', 'Endemic', 'Diarrhea', 'Virus']",United States,en,vaccine use protecting offspring sow porcine endemic diarrhea virus
US 8950305 B1,11/16/2023,Yoshimura; Seiji et al.,"['Vaccine', 'Use', 'Pig', 'Against', 'Porcine', 'Endemic', 'Diarrhea', 'Virus']",United States,en,vaccine use protecting pig porcine endemic diarrhea virus
US 8950007 B1,11/16/2023,Yoshimura; Satomichi et al.,"['VACCINE', 'FOR', 'USE', 'AGAINST', 'CORONAVIRUS', 'AND', 'VARIANTS', 'THEREOF']",United States,de,vaccine for use against coronavirus and variants thereof
US 8949978 B1,11/16/2023,Yoshimura; Norman N. et al.,"['VACCINE', 'FOR', 'TREATMENT', 'OF', 'TAUTOPATHY']",United States,vi,vaccine for treatment of tautopathy
US 8949825 B1,11/16/2023,Yoshimura; Koji et al.,"['Vaccine', 'treatment', 'prevention', 'herpes', 'virus', 'infection']",United States,en,vaccine treatment prevention herpes simplex virus infection
US 8949588 B1,11/16/2023,Yoshimura; Koji et al.,"['Vaccine', 'immunization']",United States,it,vaccine for transcutaneous immunization
US 8949084 B2,11/16/2023,Yoshimura; Koji et al.,"['Vaccine', 'Treatment', 'Osteoarthritis']",United States,en,vaccine treatment osteoarthritis
US 8948992 B2,11/16/2023,Yoshimura; Akihiko et al.,"['Vaccine', 'treatment', 'atherosclerosis']",United States,en,vaccine treatment atherosclerosis
US 8948560 B1,11/16/2023,"Yoshimura, Yutaka  et al.","['Vaccine', 'immunization', 'hiv']",United States,en,vaccine prophylactic therapeutic immunization hiv
US 8948013 B1,11/16/2023,"Yoshimura, Teizo","['Vaccine', 'prevention', 'stomatitis', 'virus', 'infection']",United States,en,vaccine prevention vesicular stomatitis virus infection
US 8947656 B2,11/16/2023,"Yoshimura, Sohichi  et al.","['VACCINE', 'FOR', 'THE', 'PREVENTION', 'OF', 'ACUTE', 'LYMPHOBLASTIC', 'LEUKEMIA']",United States,vi,vaccine for the prevention of acute lymphoblastic leukemia
US 8946522 B1,11/16/2023,Yoshimoto; Tomohiro et al.,"['Vaccine', 'prevention', 'treatment', 'conditions']",United States,en,vaccine prevention treatment vascular conditions
US 8946520 B1,11/16/2023,Yoshimoto; Tekeo et al.,"['Vaccine', 'Prevention', 'Treatment', 'C.', 'Difficile', 'Infections', 'Use', 'Thereof']",United States,en,vaccine prevention treatment c difficile infections use thereof
US 8946517 B1,11/16/2023,Yoshimoto; Tanihiro et al.,"['Vaccine', 'prevention', 'treatment', 'alzheimer', 'diseases']",United States,en,vaccine prevention treatment alzheimer amyloid related diseases
US 8946509 B1,11/16/2023,Yoshimoto; Takeo et al.,"['VACCINE', 'FOR', 'THE', 'PREVENTION', 'AND', 'THERAPY', 'OF', 'HCV', 'INFECTIONS']",United States,en,vaccine prevention therapy hcv infections
US 8946508 B1,11/16/2023,Yoshimoto; Takeo et al.,"['VACCINE', 'FOR', 'SHIGELLA']",United States,de,vaccine for shigella
US 8946473 B2,11/16/2023,Yoshimoto; Takeo et al.,"['VACCINE', 'FOR', 'RUNTING-STUNTING', 'SYNDROME']",United States,de,vaccine for runting-stunting syndrome
US 8946395 B1,11/16/2023,Yoshimoto; Ryota et al.,"['VACCINE', 'FOR', 'RSV', 'AND', 'MPV']",United States,de,vaccine for rsv and mpv
US 8946364 B2,11/16/2023,Yoshimoto; Ryota et al.,"['Vaccine', 'protection', 'cats', 'peritonitis']",United States,en,vaccine protection cats feline infectious peritonitis
US 8946223 B2,11/16/2023,Yoshimoto; Makoto et al.,"['VACCINE', 'FOR', 'PROTECTION', 'AGAINST', 'LAWSONIA', 'INTRACELLULARS']",United States,en,vaccine protection lawsonia intracellulars
