Numéro,Patent Number,Inventeur/org,Date de publication,country_code,country_name,description_language,Titre,Description
1778,cn1548185a,wan jinhua cn,2004-11-24,cn,china,en,"['amphiastral', 'engineering', 'technology', 'treating', 'sars', 'infectious', 'virosis']","['present', 'invention', 'dynamic', 'amphiastral', 'engineering', 'system', 'treating', 'sars', 'infectious', 'virosis.', 'six', 'ws...']"
1779,wo2022007742a1,novo biotech corp cn,2022-01-13,wo,world intellectual property organization wipo,fr,"['virus', 'de', 'pseudo-rage', 'recombinant', 'et', 'composition', 'de', 'vaccin', 'associe']","['linvention', 'concerne', 'un', 'virus', 'de', 'la', 'pseudo-rage', 'recombinant', 'ayant', 'un', 'gnome', 'contenant', 'une', 'squence', 'nuclotidique', 'codant', 'pour', 'la', 'protine', 'capsidique', 'p72', 'une', 'protine', 'accessoire', 'b602l', 'et', 'une', 'protine', 'denveloppe', 'externe', 'cd2v', 'drive', 'du', 'virus', 'de', 'la', 'fivre', 'porcine', 'africaine.', 'le', 'virus', 'de', 'la', 'pseudo-rage', 'recombinant', 'peut', 'tre', 'utilis', 'pour', 'prparer', 'un', 'vaccin', '', 'vecteur', 'viral', 'vivant', '...']"
1780,cn109448781a b,univ yunnan,2019-03-08,cn,china,en,"['method', 'predicting', 'change', 'influenza', 'virus', 'antigen']","['invention', 'belongs', 'field', 'bioinformatics', 'discloses', 'method', 'predicting', 'changes', 'influenza', 'virus', 'antigens.', 'method', 'comprises', 'following', 'steps', 'firstly', 'coding', 'influenza', 'virus', 'sequence', 'pair', 'aiming', 'analysis', 'characteristics', 'influenza', 'virus', 'influenza', 'virus', 'antigen', 'change', 'secondly', 'automatically', 'extracting', 'main', 'characteristics', 'antigenic', 'changeon', 'influenza', 'virus', 'pair', '...']"
1781,cn107236747a b,china animal husbandry ind co ltd,2017-10-10,cn,china,en,"['foot', 'mouth', 'disease', 'virus', 'recombinant', 'virus', 'sample', 'particle', 'well', 'preparation', 'method', 'application', 'thereof']","['...the', 'invention', 'discloses', 'foot', 'mouth', 'disease', 'virus', 'recombinant', 'virus', 'sample', 'particle', 'well', 'preparation', 'method', 'application', 'thereof.', 'recombinant', 'virus', 'sample', 'particle', 'commonly', 'assembled', 'expressed', 'components', 'dna', 'molecule', 'composition.', 'the...', 'development', 'safe', 'efficient', 'o-type', 'fmdv', 'genetic', 'engineering', 'vaccines.', '...']"
1782,cn116144707a,lanzhou veterinary res inst caas,2023-05-23,cn,china,en,"['application', 'reagent', 'overexpressing', 'hs3st5', 'gene', 'promotion', 'virus', 'infection', 'recombinant', 'cho-k1', 'cell', 'line']","['...the', 'invention', 'provides', 'application', 'reagent', 'overexpressing', 'hs3st5', 'gene', 'promotion', 'virus', 'infection', 'recombinant', 'cho-k1', 'cell', 'line', 'constructed', 'reagent', 'belongs', 'technical', 'field', 'gene', 'engineering.', 'invention', 'provides...', 'tool', 'provided', 'researching', 'virus', 'pathogenic', 'mechanism', 'basis', 'provided', 'subsequently', 'preparing', 'virus', 'infection', 'cell', 'model.', '...']"
1783,cn116375878a,affiliated hospital of zunyi medical univ,2023-07-04,cn,china,en,"['chimeric', 'influenza', 'virus', 'hemagglutinin', 'ch83', 'construction', 'expression', 'thereof']","['...the', 'invention', 'discloses', 'chimeric', 'influenza', 'virus', 'hemagglutinin', 'ch83', 'technical', 'field', 'biology', 'ch83', 'chimeric...', 'h3n2', 'virus', 'hemagglutinin', 'h8', 'head', 'part', 'h8n4', 'virus', 'fused', 'construct', 'new', 'chimeric', '...']"
1784,cn108324930a,univ fudan,2018-07-27,cn,china,en,"['application', 'interleukin', '21', 'il-21', 'preparation', 'anti-hepatitis', 'b', 'virus', 'hbv', 'medicine', 'preparations']","['...the', 'invention', 'belongs', 'fields', 'genetic', 'engineering', 'biomedicines', 'relates', 'novel', 'medicinal', 'application', 'interleukin...', 'hbv', 'serum', 'significantly', 'reduced.', 'il-21', 'used', 'medicine', 'precursor', 'developing', 'novel', 'anti-hepatitis', 'b', 'virus', 'medicine.', '...']"
1785,cn112057612a b,jilin heyuan biological eng co ltd,2020-12-11,cn,china,en,"['application', 'wsl', 'cell', 'line', 'preparation', 'african', 'swine', 'fever', 'virus', 'live', 'vaccine', 'preparation', 'method', 'vaccine']","['...', 'african', 'swine', 'fever', 'virus', 'live', 'vaccine', 'preparation', 'method', 'ofthe', 'vaccine.', 'method', 'preparing', 'african...', 'virus', 'seed', 'adding', 'wsl', 'cell', 'line', 'cell', 'maintenance', 'fluid', 'containing', 'african', 'swine', 'fever', 'viruses', 'virus...', 'maintenance', 'fluid', 'containing', 'virus', 'seed', 'virus', 'solution', 'culture', 'prepare', 'virus', 'solution', '4', 'preparing', 'vaccine', '...']"
1786,ep2357224a1 a4,repulican governmental entpr on the right of economic man res inst for biolog safety problems of the kz,2011-08-17,ep,european patent office epo,en,"['moyen', 'dextraction', 'de', 'ladn', 'du', 'virus', 'de', 'la', 'laryngotrachite', 'infectieuse', 'aviaire', 'pour', 'analyse', 'pcr']","['...', 'lies', 'ilt', 'virus', 'dna', 'extraction', 'virus-containing', 'materials', 'via', 'lysis', 'protease', 'inactivation', 'using', 'lysing', 'buffer', 'including...', 'research', 'institutions', 'engaged', 'pcr', 'diagnosis', 'dna-virus', 'infections.', 'method', 'dna', 'extraction', 'easy', 'use', 'time', '...']"
1787,ep0573767a1 b1,nihon nohyaku co ltd jp,1993-12-15,ep,european patent office epo,en,"['procd', 'de', 'prparation', 'dun', 'gne', 'tranger', 'ou', 'son', 'produit', 'dans', 'les', 'cellules', 'de', 'plante.']","['...', 'genome', 'plant', 'cdna', 'replicase', 'gene', 'rna', 'plant', 'virus', 'b', 'cdna', 'recombinant', 'virus...', 'inoculating', 'plant', 'cell', 'including', 'cdna', 'replicase', 'gene', 'plant', 'virus', 'synthesized', 'rna', 'synthesized', 'cdna', 'recombinant', 'virus', 'genomic', 'rna.', '...']"
1788,cn117106810a,shanghai kexin biotech co ltd,2023-11-24,cn,china,en,"['ms2', 'virus-like', 'particle', 'well', 'preparation', 'method', 'application', 'thereof']","['...the', 'invention', 'provides', 'ms2', 'virus-like', 'particle', 'well', 'preparation', 'method', 'application', 'thereof.', 'specifically', 'virus...', 'coli', 'ms2', 'bacteriophage', 'coding', 'sequence', 'virus', 'carried.', 'virus-like', 'particle', 'disclosed', 'the...', 'virus-like', 'particle', 'used', 'preparing', 'positive', 'reference', 'products', 'andor', 'quality', 'inspection', 'products', 'virus', 'detection.', '...']"
1789,cn103468826a b,univ fudan,2013-12-25,cn,china,en,"['method', 'detection', 'evaluation', 'anti-virus-infection', 'activity']","['invention', 'relates', 'antibody', 'engineering', 'anti-virus', 'medicine', 'fields', 'relates', 'method', 'rapid', 'effective', 'determination', 'anti-virus', 'function', 'recombined', 'human', 'anti-hepatitis', 'b', 'virus', 'antibody.', 'according', 'method', 'settleable', 'virus', 'compound', 'technology', 'used', 'establishing', 'new', 'method', 'detection', 'evaluation', 'anti-virus', 'capability', '...']"
1790,cn110218730a,univ tianjin science  tech,2019-09-10,cn,china,en,"['construction', 'stable', 'expression', 'cell', 'line', 'capsid', 'protein', 'peste', 'des', 'petits', 'ruminant', 'virus']","['...', 'engineering.', 'method', 'used', 'preparing', 'stable', 'expression', 'cell', 'lineof', 'capsid', 'protein', 'peste', 'des', 'petits', 'ruminant', 'virus...', 'virus', 'vaccines', 'primary', 'infection', 'type', 'vaccines', 'peste', 'des', 'petits', 'ruminant', 'virus.', '...']"
1791,cn1050862c a,univ beijing cn,2000-03-29,cn,china,en,"['method', 'human', 'urokinase', 'useful', 'proteins', 'efficiently', 'demonstrated', 'insect', 'cells']","['...the', 'present', 'invention', 'constitutes', 'efficient', 'transferring', 'carrier', 'demonstrating', 'insect', 'nucleus', 'multi-plasmids', 'embedding', 'polyhedral', 'virus', 'means', 'gene', 'engineering', 'technology.', 'genes', 'said', 'plasmids', 'polyhedral', 'protein', 'promotor', 'complete', 'structure', '3', 'terminal', 'homological...', 'efficiently', 'demonstrated.', 'means', 'homological', 'recombination', 'cultured', 'insect', 'cells', 'recombinant', 'insect', 'nucleus', 'multi-plasmids', 'embedding', 'polyhedral', 'virus', '...']"
1792,cn103740655a,ruixin baiao biolog science  technology shenzhen co ltd,2014-04-23,cn,china,en,"['h5n1', 'avian', 'influenza', 'virus-like', 'particle', 'application', 'preparation', 'method', 'virus-like', 'particle', 'vaccine']","['...the', 'invention', 'relates', 'field', 'biological', 'pharmacy', 'particular', 'relates', 'h5n1', 'avian', 'influenza', 'virus-like', 'particle', 'application', 'preparation', 'method', 'virus-like', 'particle', 'vaccine.', 'h5n1', 'avian', 'influenza', 'virus-like...', 'id', '3', 'amino', 'acid', 'sequence', 'm2', 'protein', 'represented', 'seq', 'id', '5.', 'virus', '...']"
1793,cn106754981a b,shandong binzhou animal science  veterinary medicine acad,2017-05-31,cn,china,en,"['method', 'preparing', 'gosling', 'plague', 'virus-like', 'granules', 'escherichia', 'coli', 'system']","['...the', 'invention', 'relates', 'method', 'preparing', 'gosling', 'plague', 'virus-like', 'granules', 'escherichia', 'coli', 'system', 'soluble', 'expression', 'gosling', 'plague', 'virus', 'vp2', 'protein.', 'method', 'soluble', 'expression', 'gosling', 'plague', 'virus', 'vp2', 'protein', 'comprises', 'the...', 'protein', 'good', 'reactogenicity', 'applied', 'preparation', 'subunit', 'vaccines', 'gosling', 'plague', 'virus', 'genetic', 'engineering.', '...']"
1794,cn116036253a b,chuke biological eng co ltd,2023-05-02,cn,china,en,"['porcine', 'reproductive', 'respiratory', 'syndrome', 'live', 'vaccine', 'preparation', 'method', 'thereof']","['...', '.', 'live', 'vaccine', 'obtained', 'replacing', 'n', 'protein', 'gene', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus', 'type...', 'beta-virus', 'chinrav', '1', 'beta-virus', 'ninra', 'beta-virus', 'sheoin', 'beta-virus', 'suid', '1', 'beta-virus', 'timiclar', 'beta-virus', 'beta-virus', 'beta-virus', 'beta-virus', 'beta-virus', 'beta-virus', 'beta-virus', 'beta-virus', 'beta-virus', 'beta-virus', 'beta-virus', '...']"
1795,cn113381981a b,inst inf eng cas,2021-09-10,cn,china,en,"['social', 'engineering', 'attack', 'stress', 'transformation', 'protection', 'method', 'system', 'electronic', 'equipment', 'storage', 'medium']","['...the', 'invention', 'provides', 'social', 'engineering', 'attack', 'stress', 'transformation', 'protection', 'method', 'system', 'device.', 'social', 'engineering', 'attack', 'stress', 'transformation...', 'engineering', 'attack', 'stress', 'source', 'deploying', 'social', 'engineering', 'attack', 'stress', 'source', 'monitoring', 'state', 'social', 'engineering', 'attack', 'stress', 'source', 'sensing', 'identifying', 'evaluating', 'possible', 'social', 'engineering', 'attacks', 'based', 'state', 'social', 'engineering', 'attack', 'stress', '...']"
1796,ep2322609a1 a4,advanced life science inst inc jp,2011-05-18,ep,european patent office epo,en,"['virus', 'chimrique', 'hcvgbv-b']","['...an', 'hcvgbv-b', 'chimeric', 'virus', 'maintains', 'replication', 'function', 'hcv', 'capable', 'infecting', 'tamarin', 'is...', 'therapeutic', 'agents', 'hcv.', 'hcvgbv-b', 'chimeric', 'rna', 'comprises', 'rna', 'hepatitis', 'c', 'virus', 'rna', 'gb', 'virus-b', 'wherein', 'rna', 'hepatitis', 'c', 'virus', 'comprises', 'rna', 'encoding', 'leucine', '1804th', 'position', '...']"
1797,cn109395073a b,shaanxi innolever biological tech co ltd,2019-03-01,cn,china,en,"['immune-enhanced', 'recombinant', 'prrsv', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus-like', 'particle', 'subunit', 'vaccine']","['...the', 'invention', 'discloses', 'immune-enhanced', 'recombinant', 'prrsv', 'porcine', 'reproductive', 'respiratory', 'syndrome', 'virus-like', 'particle', 'subunit', 'vaccine.', 'immune-enhanced', 'recombinant', 'prrsv', 'virus-like', 'particle', 'subunit', 'vaccine', 'consists', 'prrsv-like', 'particles', 'compound', 'immunologic', 'adjuvant.', 'immune...', 'gene', 'engineering', 'prrsv', 'gp5-m', 'gene', 'modified', 'prrsv-like', 'particles', 'high', 'immunogenicity', 'prepared', 'constructing', '...']"
1798,cn101564555a b,second people s hospital of sh cn,2009-10-28,cn,china,en,"['tissue', 'engineering', 'bone', 'implant', 'method', 'constructing']","['...the', 'invention', 'provides', 'tissue', 'engineering', 'bone', 'implant', 'method', 'constructing', 'includes', 'stent', 'material', 'and...', 'marrow', 'mesenchymal', 'stem', 'cell', 'transfected', 'virus', 'adhered', 'nano', 'hydroxyapatite.', 'tissue', 'engineering', 'bone', 'provided', 'by...', 'artificial', 'tissue', 'engineering', 'bone', 'provided', 'invention', 'used', 'bone', 'implant', 'repairing', 'bone', 'large', 'defective', '...']"
1799,cn107459574a,henan center for animal disease control  prevention,2017-12-12,cn,china,en,"['prv', 'pesudorabies', 'virus', 'gb', 'monoclonal', 'antibody', 'application', 'thereof']","['...', 'pesudorabies', 'virus', 'gb', 'monoclonal', 'antibody', 'application', 'thereof.', 'antibody', 'obtained', 'screening', 'prv', 'variant', 'strains', 'henzk-2014', 'and...']"
1800,ep0594284a2 a3b1,tosoh corp jp,1994-04-27,ep,european patent office epo,en,"['composition', 'pharmaceutique', 'contenant', 'des', 'anticorps', 'contre', 'le', 'sida.']","['pharmaceutical', 'composition', 'aids', 'contains', 'active', 'ingredient', 'antibody', 'capable', 'recognizing', 'glycolipid', 'derived', 'echinoidea.']"
1801,ep2670404a1 b1,univ princeton us,2013-12-11,ep,european patent office epo,fr,"['modulateurs', 'de', 'sirtuine', 'en', 'tant', 'que', 'modulateurs', 'de', 'production', 'de', 'virus']","['aucun', 'abrg', 'disponible']"
1802,cn217103431u,wu mao,2022-08-02,cn,china,en,"['environmental', 'engineering', 'sewage', 'separation', 'device']","['...the', 'utility', 'model', 'discloses', 'environmental', 'engineering', 'sewage', 'separation', 'device', 'belongs', 'technical', 'field', 'environmental', 'engineering', 'and....', 'environmental', 'engineering', 'sewage', 'separation', 'device', 'beneficial', 'effects', 'wastewater', 'added', 'shell', 'subjected', 'to...', 'second', 'control', 'valve', 'environmental', 'engineering', 'sewage', 'separation', 'device', 'convenient', 'use.', 'arranging', 'second', '...']"
1803,ep3801584a2 b1,calidi biotherapeutics inc us,2021-04-14,ep,european patent office epo,fr,"['vhicules', '', 'base', 'de', 'cellules', 'pour', 'la', 'potentialisation', 'dune', 'thrapie', 'virale']","['aucun', 'abrg', 'disponible']"
1804,cn102020712a b,beijing dawn aerospace bio tech co ltd,2011-04-20,cn,china,en,"['human-like', 'collagen', 'vaccine', 'stabilizing', 'agent', 'production', 'method', 'thereof']","['...', 'technical', 'field', 'vaccine', 'stabilizing', 'agents.', 'human-like', 'collagen', 'obtained', 'fermenting', 'yeast', 'engineering', 'bacteria...', 'synthesizing', 'human-like', 'collagen', 'genes', 'building', 'screening', 'yeast', 'engineering', 'bacteria', 'containing', 'human-like', 'collagen', 'genes', 'inducing', 'and...', 'yeast', 'genetic', 'engineering', 'bacteria', 'favorable', 'biological', 'characteristics', 'also', 'good', 'properties', 'virus', '...']"
1805,cn1175639a,univ wuhan cn,1998-03-11,cn,china,en,"['construction', 'illuminating', 'protein', 'gene', 'vector', 'illuminating', 'gene', 'immune', 'diagnostic', 'reagent']","['...', 'human', 'hepatitis', 'virus', 'gene', 'means', 'gene', 'engineering', 'expressed', 'colibacillus.', 'two', 'kinds', 'expression', 'proteins', 'emit', 'green', 'fluorescence.', 'plasmid', 'expression', 'protein', 'pgc-220', 'hcvcore', 'antigen', 'human', 'hepatitis', 'c', 'virus', 'plasmid', 'expression', 'protein', 'ps65tp-he', 'hbve', 'antigen', 'human', 'hepatitis', 'b', 'virus.', 'sensitivity', 'diagnosing', 'human', 'hepatitides', 'b', 'c', 'incrased', 'obviously.', '...']"
1806,ru2193065c2,merck  co inc us,2002-11-20,ru,russia,en,"['dna', 'structure', 'variants', 'dna-vector', 'immunogenic', 'composition', 'influenza', 'virus', 'method', 'immune', 'response', 'induction', 'vaccine', 'method', 'vaccination']","['...field', 'genetic', 'engineering', 'immunology', 'molecular', 'biology', 'pharmacy.', 'substance', 'dna', 'structures', 'involve', 'genes', 'encoding', 'human', 'influenza', 'virus', 'proteins', 'nucleoprotein', 'hemaglutinin', 'matrix...', 'tissues', 'dna', 'structures', 'components', 'immunogenic', 'composition', 'vaccine', 'express', 'gene', 'products', 'influenza', 'virus', 'provide', 'immune...-reactive', 'immunity', 'influenza', 'virus', 'used', 'preparing', 'pharmaceutical', 'preparations', 'providing', 'immune', 'protection', 'influenza', 'virus.', 'effect', '...']"
1807,ep1005534a1 a4b1,cell genesys inc us,2000-06-07,ep,european patent office epo,fr,"['procede', 'pour', 'augmenter', 'lefficacite', 'de', 'production', 'de', 'virus', 'aav', 'recombinants']","['aucun', 'abrg', 'disponible']"
1808,cn103505725a b,zhongke microorganism immune agents engineering ct,2014-01-15,cn,china,en,"['universal', 'influenza', 'vaccine', 'broad-spectrum', 'cross', 'protection', 'capability', 'preparation', 'method', 'thereof']","['...', '', 'following', 'functional', 'characteristics', 'effects', '1', 'universal', 'influenza', 'vaccine', 'effectively', 'activate', 'influenza', 'virus-specific', 'ctl', 'th1', 'cells', 'induce', 't-cell', 'immune', 'response', 'influenza', 'virus', '2', 'universal', 'influenza', 'vaccine', 'cross', 'protection', 'effect', 'inducing', 't-cell', 'immune', 'response', 'influenza', 'virus.', '...']"
1809,cn111699256a,mirimus inc,2020-09-22,cn,china,en,"['methods', 'genetic', 'mediated', 'engineering', 'rnai', 'models']","['provided', 'herein', 'systems', 'methods', 'inducible', 'conditional', 'crisprcas9', 'rnai.', 'animal', 'model', 'creation', 'efficiency', 'crispr-based', 'targeting', 'present', 'invention', 'comprises', 'developing', 'rnai', 'models', 'enable', 'inducible', 'reversible', 'gene', 'silencing', 'simulate', 'new', 'therapeutic', 'regimes.']"
1810,cn108359004a,inst animal sciences caas,2018-08-03,cn,china,en,"['canine', 'recombinant', 'interferon-lambda', '1', 'preparation', 'method', 'application', 'thereof']","['...', 'express', 'recombinant', 'yeast', 'engineering', 'strain', 'containing', 'codon-optimized', 'canine', 'recombinant', 'interferon-lambda', '1', 'gene', 'secretion-expressed...', 'yield', '42', 'mg', '1', 'l', 'recombinant', 'yeast', 'engineering', 'strains', 'specific', 'antiviral', 'activity', '2.85', 'x', '10', '7', 'iumg', 'effectively', 'prevent', 'treat', 'infectious', 'diseases', 'like', 'canine', 'distemper', 'canine', 'parvovirus', 'canine', 'parainfluenza', 'virus', 'infection', '...']"
1811,cn114106166a b,virus disease prevention and control place of chinese disease prevention and control center,2022-03-01,cn,china,en,"['humanized', 'anti-new', 'coronavirus', 'neutralizing', 'antibody', 'd2', 'application', 'thereof']","['...', 'human-derived', 'neutralizing', 'novel', 'coronavirus', 'surface', 'antigen', 'gene', 'engineering', 'antibody', 'variable', 'region', 'gene', 'fab', 'antibody', 'gene', 'full...']"
1812,cn109266710a,tianjin weite biomedical co ltd,2019-01-25,cn,china,en,"['production', 'method', 'porcine', 'foot-and-mouth', 'disease', 'type', 'o', 'genetically', 'engineered', 'composite', 'epitope', 'protein', 'vaccine']","['invention', 'relates', 'industrial', 'production', 'method', 'porcine', 'foot-and-mouth', 'disease', 'o-type', 'genetic', 'engineering', 'composite', 'epitope', 'protein', 'vaccine', 'comprising', 'following', 'steps', 'sequence', '1engineering', 'bacteria', 'fermentation', 'induced', 'expression', '2', 'collection', 'fragmentation', '...']"
1813,cn1470631a,changxiang biolog engineering,2004-01-28,cn,china,en,"['microbe', 'microbial', 'antivirus', 'product', 'use']","['present', 'invention', 'discloses', 'novel', 'microbe', 'lichen', 'bacillus', 'antiviral', 'vitality.', 'said', 'invention', 'also', 'discloses', 'method', 'culturing', 'said', 'microbe', 'oral', 'liquor', 'feed', 'additive', 'made', 'independently', 'using', 'living', 'bacterium', 'said', 'microbe', 'using', 'combination', 'said', 'mirobe', 'beneficial', 'microbe.', 'said', 'invention', 'also', 'discloses', 'application', 'said', 'oral', 'liquorand', 'feed', 'additive', 'curing', 'viral', 'diseases.']"
1814,cn108384764a b,univ sun yat sen,2018-08-10,cn,china,en,"['orf069', 'open', 'reading', 'frame', '069', 'gene', 'deleted', 'strain', 'infectious', 'spleen', 'kidney', 'necrosis', 'virus', 'well', 'preparation', 'method', 'application', 'thereof']","['...the', 'invention', 'provides', 'orf069', 'open', 'reading', 'frame', '069', 'gene', 'deleted', 'strain', 'infectious', 'spleen', 'kidney', 'necrosis', 'virus...', 'marker', 'carrying', 'orf069', 'gene', 'deleted', 'strain', 'infectious', 'spleen', 'kidney', 'necrosis', 'virus', 'well', 'preparation', 'method...', 'gene', 'deleted', 'infectious', 'spleen', 'kidney', 'necrosis', 'virus', 'selection', 'marker', 'gene', 'inserted', '...']"
1815,wo2021242869a2 a3,icell gene therapeutics llc us,2021-12-02,wo,world intellectual property organization wipo,en,"['cellules', 'immunitaires', 'dingnierie', 'compositions', 'et', 'procds', 'associs']","['...the', 'present', 'invention', 'relates', 'compositions', 'methods', 'relating', 'engineering', 'cell', 'enhancer', 'moiety', 'treating', 'subject', 'cancers', 'infection', 'diseases.', 'engineering', 'cells', 'include', 'cells', 'nk', 'cells', 'nk', 'cells', 'gamma', 'delta', '', 'cells', 'mr1-r', 'cells.', '...']"
1816,ep1950285a1 a4b1,genomidea inc jp,2008-07-30,ep,european patent office epo,en,"['cellules', 'humaines', 'isolees', 'leur', 'procede', 'de', 'production', 'et', 'leur', 'utilisation']","['novel', 'cell', 'suited', 'mass', 'production', 'hemagglutinating', 'virus', 'japan', 'hvj', 'method', 'obtaining', 'cell', 'and...']"
1817,cn103214561a b,zhejiang jiahe pharmaceutical co ltd,2013-07-24,cn,china,en,"['human', 'hepatitis', 'c', 'virus', 'core', 'antigen', 'preparation', 'method', 'application', 'thereof']","['invention', 'discloses', 'human', 'hepatitis', 'c', 'virus', 'core', 'antigen', 'antigen', 'protein', 'applied', 'generation', 'monoclonal', 'antibody', 'immunization', 'aiming', 'human', 'hepatitis', 'c', 'virus', 'core', 'antigen.', 'invention', 'employs', 'gene', 'engineering', '...']"
1818,cn114099651a b,univ southeast,2022-03-01,cn,china,en,"['method', 'destroying', 'viral', 'nucleic', 'acid', 'molecules']","['...the', 'invention', 'discloses', 'method', 'destroying', 'virus', 'nucleic', 'acid', 'molecules', 'characterized', 'ribonuclease', 'connected', 'virus', 'nucleic', 'acid', 'binding', 'protein', 'structural', 'domain', 'genetic', 'engineering', 'method', 'exogenous', 'dna', 'containing', 'specific...', 'protein', 'destroy', 'dnarna', 'virus.', 'method', 'disclosed', 'invention', 'realizes', 'specific', 'efficient', 'degradation', '...']"
1819,cn101812131a b,inst viral disease control and preventive chinese ct of for disease control and prevention,2010-08-25,cn,china,en,"['humanized', 'neutralizing', 'antibody', 'rvfab8', 'rabies', 'virus', 'glycoprotein']","['invention', 'discloses', 'humanized', 'neutralizing', 'antibody', 'rvfab8', 'rabies', 'virus', 'glycoprotein', 'obtained', 'screening', 'utilizing', 'phage', 'display', 'technology.', 'antibody', 'specifically', 'identifies', 'granule', 'antigen', 'rabies', 'virus', 'rabies', 'virus', 'glycoprotein', 'g', 'obvious', 'immunofluorescence', 'reaction', 'enzyme', 'linked', 'immunosorbent', 'assay', 'rabies', 'virus', 'neutralizing', 'activity', 'function', '...']"
1820,cn102304529a b,biotechnology res inst caas,2012-01-04,cn,china,en,"['preparation', 'method', 'rabbit', 'hemorrhagic', 'fever', 'virus', 'empty', 'capsid', 'antigen']","['invention', 'relates', 'field', 'genetic', 'engineering', 'particularly', 'relates', 'preparation', 'method', 'rabbit', 'hemorrhagic', 'fever', 'virus', 'empty', 'capsid', 'antigen.', 'method', 'provided', 'invention', 'comprises', 'following', 'steps', '1', 'constructing', 'rhabdovirus', 'transfer', 'carrier', 'containing', 'rabbit', 'hemorrhagic', 'fever', 'virus', 'capsid', 'protein', 'vp60', 'gene', 'optimized', 'gene', 'wherein', 'codon', 'optimization', 'performed', '...']"
1821,cn106518990a b,denogen beijing bio-sci  tech co ltd,2017-03-22,cn,china,en,"['zika', 'virus', 'antigen', 'application', 'thereof']","['...the', 'invention', 'provides', 'zika', 'virus', 'antigen', 'application', 'thereof', 'belongs', 'technical', 'field', 'protein', 'engineering.', 'dna....', 'protein', 'c', 'end', 'labeled', 'protein', 'band', 'expressed', 'expression', 'carrier', 'zika', 'virus', 'protein...', 'used', 'preparing', 'zika', 'virus', 'detection', 'test', 'strip', 'kit', 'also', 'used', 'preparing', 'zika', 'virus', 'vaccines', 'remarkable', 'market', 'value.', '...']"
1822,cn116350961a,zouping city construction service center,2023-06-30,cn,china,en,"['anti-poison', 'ventilation', 'system', 'civil', 'air', 'defense', 'engineering']","['invention', 'discloses', 'anti-poison', 'ventilation', 'system', 'civil', 'air', 'defense', 'engineering', 'belongs', 'technical', 'field', 'of...']"
1823,wo2005116218a1,chengdu inst of biolog product cn,2005-12-08,wo,world intellectual property organization wipo,fr,"['gene', 'de', 'fusion', 'dun', 'antigene', 'de', 'surface', 'de', 'lhepatite', 'b', 'avec', 'une', 'extremite', 'carboxyle', 'possedant', 'un', 'determinant', 'immune', 'pres2', 'et', 'proteine', 'de', 'celui-ci']","['...linvention', 'concerne', 'un', 'gne', 'de', 'fusion', 'codant', 'un', 'nouveau', 'type', 'dantigne', 'de', 'surface', 'du', 'virus', 'de', 'lhpatite', 'b', 'et', 'la', 'protine', 'de', 'celui-ci.', 'la', 'squence', 'nuclotidique', 'codant', 'lantigne', 'pres2', 'du', 'virus', 'de', 'lhpatite', 'b...', 'polymrise', 'est', 'fusionne', '', 'la', 'terminaison', '3', 'du', 'gne', 'de', 'la', 'protine', 'principale', 'antigne', 'de', 'surface', 'du', 'virus', 'de', '...']"
1824,wo2019154204a1,shanghai childrens medical center shanghai jiao tong univ school of medicine cn,2019-08-15,wo,world intellectual property organization wipo,en,"['chimeric', 'antigen', 'receptor', 'gene', 'engineering', 'vector', 'immune', 'cell', 'modified', 'thereby', 'application', 'thereof']","['...provided', 'chimeric', 'antigen', 'receptor', 'gene', 'engineering', 'vector', 'immune', 'cell', 'modified', 'thereby', 'application', 'thereof.', 'chimeric', 'antigen', 'receptor', 'gene', 'engineering', 'vector', 'comprises', 'lentiviral', 'vector', 'skeleton', 'regulatory', 'element', 'connected', 'lentiviral', 'vector', 'skeleton', '...']"
1825,cn1247028a,wuhan inst virology cas cn,2000-03-15,cn,china,en,"['biosynergistic', 'agent', 'virus', 'ballworm']","['biosynergistic', 'agent', 'chlorfluazuron', 'virus', 'ballworm', 'disclosed', 'speed', 'insecticiding', 'said', 'virus', 'shorten...']"
1826,ep3359676a1 a4b1,genomefrontier therapeutics inc ky,2018-08-15,ep,european patent office epo,fr,"['systme', 'de', 'transposon', 'kit', 'le', 'comprenant', 'et', 'utilisations', 'correspondantes']","['aucun', 'abrg', 'disponible']"
1827,cn116479046a,univ xinxiang medical,2023-07-25,cn,china,en,"['application', 'dock8', 'gene', 'regulation', 'control', 'htlv-1', 'virus', 'infection']","['invention', 'belongs', 'technical', 'field', 'gene', 'engineering', 'particularly', 'relates', 'application', 'dock8', 'gene', 'regulation', 'control', 'htlv-1', 'virus', 'infection.', 'application', 'specifically', 'comprises', 'application', 'substance', 'reducing', 'expression', 'level', 'dock8', 'gene', 'preparation', 'product', 'promoting', 'htlv-1', 'virus', 'infection', 'vitro', '...']"
